上证指数	1.0
深证成指	1.0
创业板指	1.0
沪深300	1.0
中证500	1.0
茅台	0.9
平安银行	0.9
工商银行	0.9
中国石油	0.9
中国移动	0.9
腾讯控股	0.9
阿里巴巴	0.9
京东集团	0.9
美团	0.9
网易	0.9
